Options for withdrawal;Настройки для вывода средств;Para ?ekme se?enekleri
Page not found;Страница не найдена;sayfa bulunamad?
Passport download;Загрузка паспорта;Pasaport indirme
Please, enter the way to the handler;Пожалуйста, введите путь к обработчику;L?tfen i?leyiciye giden yolu girin
Please, enter description;Пожалуйста, введите описание;L?tfen a??klama girin
Password;Пароль;Parola
Password generation;Генерировать пароль;Parola olu?turma
When registering traders, a password will be generated automatically and sent to them by mail.;При регистрации трейдеров пароль будет генерироваться автоматически и отсылаться им на почту.;Yat?r?mc?lar? kaydederken, otomatik olarak bir ?ifre olu?turulacak ve onlara posta ile g?nderilecektir.
Payment method;Метод оплаты;?deme ?ekli
Payment password;Платежный пароль;?deme ?ifresi
Bank cards;Банковские карты;Banka kartlar?
Port;Порт;Liman
Possibility to create master accounts by traders;Возможность создания мастер счетов трейдерами.;T?ccarlar taraf?ndan ana hesap olu?turma imkan?
Possibility to trasfer the existing trading account into master account, saving trading account history.;Возможность переводить существующий торговый счет в мастер счет, сохранив торговую историю счета.;Ticaret hesab? ge?mi?ini kaydederek mevcut ticaret hesab?n? ana hesaba aktarma imkan?.
Privacy policy;Политика конфиденциальности;Gizlilik Politikas?
ProInvestor;;Yat?r?mc?
QiWi;;QiWi
Quote server;Сервер котировок;Teklif sunucusu
Save;Сохранить;Kay?t etmek
Secret key;Секретный ключ;Gizli anahtar
Secret Code;Секретный ключ;Gizli kod
Separator;Разделитель;Ay?r?c?
To limit session time;Ограничить время сессии;Oturum s?resini s?n?rlamak i?in
Secret key for withdrawal;Секретный ключ для вывода;Para ?ekme i?in gizli anahtar
Secret password;Секретный пароль;Gizli ?ifre
Stop out value is too large. Max value is 100.;Значение Стоп-аут слишком большое. Максимальное значение 100.;Durdurma de?eri ?ok b?y?k. Maksimum de?er 100'd?r.
Stop out value is too small. Min value is 1.;Значение Стоп-аут слишком маленькое. Минимальное значение 1.;Durdurma de?eri ?ok k???k. Minimum de?er 1'dir.
The serial number of an existing server group. Group currency on the server must match the specified account type currency. For groups of MT4 and T4B, it is required to put name of group.;Порядковый номер существующей на сервере группы. Валюта группы на сервере должна совпадать с указанной валютой типа счета. Для групп из MT4 необходимо указать их название.;Mevcut bir sunucu grubunun seri numaras?. Sunucudaki grup para birimi, belirtilen hesap t?r? para birimiyle e?le?melidir. MT4 ve T4B gruplar? i?in, grup ad?n?n girilmesi gerekir.
Serial number of the next request. Do not use a value smaller than the current one.;Порядковый номер следующей заявки. Не указывайте значение меньше текущего.;Sonraki talebin seri numaras?. Mevcut de?erden daha k???k bir de?er kullanmay?n.
Server;Сервер;Sunucu
Supported files type: .png;Поддерживаемый тип файлов: .png;Desteklenen dosya t?r?: .png
Server where account type will be opened.;Сервер, на котором тип счета будет создан.;Hesap t?r?n?n a??laca?? sunucu.
Settings;Настройки;Ayarlar
Shop id;Id магазина;Ma?aza kimli?i
Show bonuses;Показывать бонусы;Bonuslar? g?ster
Supported files type: .pdf.;Поддерживаемый тип файлов: .pdf;Desteklenen dosya t?r?: .pdf.
The file must not exceed 10 MB.;Файл не должен превышать 10 MB.;Dosya 10 MB'? ge?memelidir.
The session will be closed when closing the browser. Also if there are no active actions during restriction time. The default time limit is set to 30 minutes.;Сессия будет закрываться при закрытии браузера, а так же, если не будет активных действий в течение времени ограничения. По умолчанию время ограничения устанавливается 30 минут.;Taray?c? kapat?l?rken oturum kapat?lacakt?r. Ayr?ca k?s?tlama s?resi boyunca aktif eylem yoksa. Varsay?lan zaman s?n?r? 30 dakikad?r.
To prohibit funds withdrawal from investor accounts;Запретить вывод средств с инвесторских счетов;Yat?r?mc? hesaplar?ndan para ?ekilmesini yasaklamak i?in
The prohibition possibility for traders to withdraw funds from investor's accounts;Возможность запрета трейдерам выводить средства с инвесторских счетов;T?ccarlar?n yat?r?mc? hesaplar?ndan para ?ekme yasa?? imkan?
Shop ID withdrawal;id магазина для вывода;Ma?aza kimli?ini geri ?ekme
Sort order;Порядок сортировки;S?ralama d?zeni
Shop ID ({currency});ID Магазина ({currency});Ma?aza Kimli?i ({currency})
Spend bonuses;Тратить бонусы;Bonus harcay?n
Status;Статус;Durum
Status Prof;Статус Prof;Durum Prof
TM;ДУ;TM
Test mode?;Тестовый режим?;Test modu?
Content;Содержание;??erik
The Commission must have numeric value;Комиссия должна иметь числовое значение;Komisyon say?sal de?ere sahip olmal?d?r
To enable restrictions, you should add at least one range of allowed addresses;Для включения ограничений необходимо создать хотя бы один диапазон разрешенных адресов;K?s?tlamalar? etkinle?tirmek i?in en az bir izin verilen adres aral??? eklemelisiniz
To display the field when creaing a request;Отображать поле при создании заявки;Bir talep olu?tururken alan? g?r?nt?lemek i?in
The logo size should not exceed 38x38 pixels.;Размер логотипа не должен превышать 38x38 пикселей.;Logo boyutu 38x38 pikseli ge?memelidir.
The logo for emails size should not exceed 115x115 pixels.;Размер логотипа не должен превышать 115x115 пикселей.;E-postalar?n logosu 115x115 pikseli ge?memelidir.
The document has been successfully created;Документ был успешно создан;Belge ba?ar?yla olu?turuldu
The document has been successfully deleted;Документ был успешно удален;Belge ba?ar?yla silindi
The file is more than 5 MB. Please, upload a smaller one.;Файл весит более 5 мегабайт. Пожалуйста, загрузите файл меньших размеров.;Dosya 5 MB'den b?y?k. L?tfen daha k???k bir tane y?kleyin.
Account type is not registered in the terminal;Тип счета не зарегистрирован в терминале;Hesap t?r? terminale kay?tl? de?il
The account type in the terminal has a different currency;У типа счета в терминале другая валюта;Terminaldeki hesap t?r?n?n farkl? bir para birimi var
The account type in the terminal is intended for demo accounts;Тип счета в терминале предназначен для демо-счетов;Terminaldeki hesap t?r?, demo hesaplar? i?in tasarlanm??t?r
The account type in the terminal is not intended for demo accounts;Тип счета в терминале не предназначен для демо-счетов;Terminaldeki hesap t?r?, demo hesaplar? i?in tasarlanmam??t?r
The maximum number of accounts;Максимальное количество счетов;Maksimum hesap say?s?
The maximum number of requests;Максимальное количество заявок;Maksimum istek say?s?
The payment system is not found;Платежная система не найдена;?deme sistemi bulunamad?
This account type has been already registered in the system;Этот тип счета уже зарегистрирован в системе;Bu hesap t?r? sisteme zaten kay?tl?
Terms of transfer;Сроки перевода;Transfer ?artlar?
Prohibition trading;Запрет торговли;Yasak ticareti
Trading permission on new accounts;Разрешение торговли на новых счетах;Yeni hesaplarda ticaret izni
Trade server;Торговый сервер;Ticaret sunucusu
Trading;Торговая;Ticaret
Trading will be prohibited when opening ancount of this type. The restriction can be removed by the broker in the account settings in the manager terminal.;При открытии счета данного типа будет выставлен запрет на торговлю. Снять ограничение сможет брокер в настройках данного счета в менеджерском терминале.;Bu t?r bir hesap a?arken ticaret yapmak yasaklanacakt?r. K?s?tlama, y?netici terminalindeki hesap ayarlar?nda arac? taraf?ndan kald?r?labilir.
Translated;Переведенные;?evrildi
Trust management;Доверительное управление;G?ven y?netimi
Type;Тип;T?r
Upload;Загрузить;Y?kle
Upload logo for emails;Загрузить логотип для писем;E-postalar i?in logo y?kleyin
Use secure thirty-minute session.;Использовать тридцатиминутную защищенную сессию.;Otuz dakikal?k g?venli oturum kullan?n.
Upload logo;Загрузить логотип;Logo y?kle
User;Пользователь;Kullan?c?
User name;Имя пользователя;Kullan?c? ad?
WebOffice version;Версия личного кабинета;WebOffice s?r?m?
WME;;WME
WMR;;WMR
WMZ;;WMZ
Delay;Обработка;Gecikme
Without default leverage;Нет плеча по умолчанию;Varsay?lan kald?ra? olmadan
Work mode;Режим работы;?al??ma modu
One can not delete accounts types that have linked accounts;Нельзя удалять типы счетов, у которых есть привязанные счета;Ba?l? hesaplar? olan hesap t?rleri silinemez
One can not delete servers that have linked accounts types;Нельзя удалять серверы, у которых есть прикрепленные типы счетов;Ba?l? hesap t?rlerine sahip sunucular silinemez
You entered incorrect data for connection to the server;Вы ввели неправильные данные для подключения к серверу;Sunucuyla ba?lant? i?in yanl?? veri girdiniz
The logo you loaded is too large;Загруженный вами логотип слишком большой;Y?kledi?iniz logo ?ok b?y?k
link;ссылке;ba?lant?
ProInvestor activation;Активация ProInvestor.;ProInvestor aktivasyonu
Partners program synchronization;Синхронизация с партнерской программой;Partner program? senkronizasyonu
CRM active;Включить CRM;CRM etkin
File is loaded;Файл загружен;Dosya y?klendi
You can not delete system document;Вы не можете удалить системный документ;Sistem belgesini silemezsiniz
If this option is active, the group will be hidden, and traders will not be able to see it.;Если этот параметр активен, группа будет скрыта от трейдеров.;Bu se?enek aktifse, grup gizlenecek ve t?ccarlar bunu g?remeyecek.
You can not disconnect the language because you have to have at least one active language;Вы не можете отключить данный язык, потому что должен быть хотя бы один активный язык.;En az bir aktif dile sahip olman?z gerekti?inden dilin ba?lant?s?n? kesemezsiniz
Closing of Investor accounts on the request;Закрытие инвесторских счетов по заявке;Yat?r?mc? hesaplar?n?n talep ?zerine kapat?lmas?
The ability to close investor accounts on request;Возможность закрытия инвесторских счетов по заявке;Talep ?zerine yat?r?mc? hesaplar?n? kapatma imkan?
Company website;Сайт компании;?irket Web Sitesi
Link to your website, which will be displayed in the Trader's Room left menu. You can also go to the site by clicking on the logo on the authorization page. The URL must start with http:// or https://;Ссылка на ваш сайт, которая будет отображаться в левом меню Trader's Room. Также, на сайт можно перейти, щелкнув по логотипу на странице авторизации. URL должен начинаться с http:// или с https://;Yat?r?mc? Odas? sol men?s?nde g?r?nt?lenecek olan web sitenize ba?lant?. Yetkilendirme sayfas?ndaki logoya t?klayarak da siteye gidebilirsiniz. URL, http: // veya https: // ile ba?lamal?d?r
Trader's Room settings;Настройки Trader's Room;Trader'?n Odas? ayarlar?
Proceeding to terminal;Переход в терминал;Terminale ilerliyor
Information block;Информационный блок;Bilgi blo?u
Information block situated at the left menu of the Trader's Room. The block limit is 299x200 px;Информационный блок, расположенный в левом меню Trader's Room. Ограничение блока составляет 299x200 пикс.;??lemci Odas?n?n sol men?s?nde bulunan bilgi blo?u. Blok s?n?r? 299x200 pikseldir
The button of proceeding from Trader's Room to terminal. The URL must start with http:// or https://;Укажите ссылку для кнопки перехода в терминал. Если поле оставить пустым, то кнопка перехода отображаться не будет. URL должен начинаться с http:// или https://;??lemci Odas?ndan terminale ilerleme d??mesi. URL, http: // veya https: // ile ba?lamal?d?r
Personal manager;Личный менеджер;Personel M?d?r?
Do not show;Не отображать;G?sterme
Use CRM data;Использовать данные CRM;CRM verilerini kullan
Fill in by hand;Заполнить вручную;El ile doldurun
Block in the left Trader's Room menu, which contains the information about responsible manager;Блок в левом меню Trader's Room, содержащий информацию об ответственном менеджере;Sorumlu y?netici ile ilgili bilgileri i?eren sol Trader'?n Odas? men?s?nde blok
Telephone;Номер телефона;Telefon
Last name;Фамилия;Soyad?
Job position;Должность;?? pozisyonu
The avatar size should not exceed {size} pixels.;Размер аватара не должен превышать {size} пикселей.;Avatar boyutu {size} pikseli ge?memelidir.
The avatar you loaded is too large;Загруженный вами аватар слишком большой;Y?kledi?iniz avatar ?ok b?y?k
Upload avatar;Загрузить аватар;Avatar y?kle
Avatar;Аватар;Avatar
"For the method of payment ""{payment method}"" in the ""{custom field}"" enter a numeric value not less than {value}";"Для способа оплаты ""{payment method}"" в поле ""{custom field}"" введите числовое значение не менее {value}";"{?zel alan} alan?na ""{?deme y?ntemi}"" ?deme y?ntemi i?in {de?er} 'den k???k olmayan bir say?sal de?er girin"
To use English documents;Использовать документы английского языка;?ngilizce belgeleri kullanmak i?in
Logo of the payment system;Логотип платежной системы;?deme sisteminin logosu
Supported files type: {type}.;Поддерживаемый тип файлов: {type}.;Desteklenen dosya t?r?: {type}.
Minimal amount ({currency});Минимальная сумма ({currency});Minimum miktar ({currency})
The file must not exceed {size}.;Файл не должен превышать {size}.;Dosya, {size} 'yi ge?memelidir.
The logo size should not exceed 124x32 pixels.;Размер логотипа не должен превышать 124x32 пикселя.;Logo boyutu 124x32 pikseli ge?memelidir.
Merchant ID;ID Магазина;T?ccar kimli?i
If the parameter is active, the documents are used in English for this language.;Если параметр активен, то для данного языка используются документы английского языка.;Parametre etkinse, belgeler bu dil i?in ?ngilizce olarak kullan?l?r.
Document replacement without removal;Замена документа без удаления;??karmadan belge de?i?tirme
Minimal amount;Минимальная сумма;Minimum miktar
Minimal transfer;Минимальная сумма перевода;Minimum transfer
Minimal transfer ({currency});Минимальная сумма перевода ({currency});Minimum transfer ({currency})
The image weight exceeds 10 MB.;Вес изображения превышает 10 MB.;G?r?nt? a??rl??? 10 MB'? a??yor.
The image size exceeds 124x32 pixel;Размер изображения превышает 124x32 пикселя;G?r?nt? boyutu 124x32 pikseli a??yor
The file has an invalid extension;Файл имеет недопустимое расширение;Dosyan?n ge?ersiz bir uzant?s? var
The file weight exceeds 10 MB.;Вес файла превышает 10 MB.;Dosya a??rl??? 10 MB'? a??yor.
The banner size should not exceed 890x156 pixels.;Размер баннера не должен превышать 890x156 пикселей.;Banner boyutu 890x156 pikseli ge?memelidir.
Upload a banner;Загрузить баннер;Bir afi? y?kleyin
Advertising banner for Trader's Room 2.0;Рекламный баннер для Trader’s Room 2.0;Trader's Room 2.0 i?in reklam afi?i
Supported files type: jpg, jpeg, png, gif, svg.;Поддерживаемый тип файлов: jpg, jpeg, png, gif, svg.;Desteklenen dosya t?rleri: jpg, jpeg, png, gif, svg.
Banner;Баннер;Afi?
The image size exceeds 890x156 pixel;Размер изображения превышает 890x156 пикселя;G?r?nt? boyutu 890x156 pikseli a??yor
You are trying to upload an invalid image format;Вы пытаетесь загрузить недопустимый формат изображения;Ge?ersiz bir resim format? y?klemeye ?al???yorsunuz
Are you sure you want to delete this file?;Вы действительно хотите удалить этот файл?;Bu dosyay? silmek istedi?inizden emin misiniz?
Something went wrong, please try again;Что-то пошло не так, попробуйте еще раз;Bir ?eyler ters gitti l?tfen tekrar deneyin
The file was deleted successfully;Файл успешно удален;Dosya ba?ar?yla silindi
SSL Private Key;Приватный ключ SSL;SSL ?zel Anahtar?
SSL Public Key;Открытый ключ SSL;SSL Genel Anahtar?
Status of the requests checking;Проверка статуса заявок;Taleplerin durumu kontrol ediliyor
The adjustment is responsible for the planner launch. You need to point out in what period of time (hours) it's needed to check the status of requests. If the value is equal 0, there is no time limit.;Настройка отвечает за запуск планировщика. Необходимо указывать, за какой период времени (в часах) необходимо проверить статус заявок. При значении равном 0 ограничений по времени нет.;Ayarlama, planlay?c?n?n ba?lat?lmas?ndan sorumludur. ?steklerin durumunu kontrol etmek i?in hangi zaman diliminde (saat) gerekli oldu?unu belirtmeniz gerekir. De?er 0'a e?itse, zaman s?n?r? yoktur.
"The values in the ""{attribute}"" field should not be negative and non integral.";"Значения в поле ""{attribute}"" не могут быть отрицательными и нецелыми числами.";{?znitelik} alan?ndaki de?erler negatif olmamal? ve integral olmamal?d?r.
Without confirmation;Без подтверждения;Onay olmadan
Account opening are disabled;Запрет на открытие счета;Hesap a?ma devre d??? b?rak?ld?
Trading and funds withdrawal is disabled;Запрет на торговлю и вывод средств;Ticaret ve para ?ekme devre d??? b?rak?ld?
If you select 'Without confirmation', the user confirmation is not required. The user is not able to open a live account until confirmation, or trading and funds withdrawal are not available depending on the selected option.;Если выбран параметр 'Без подтверждения', то подтверждение пользователя не требуется. В зависимости от выбранного параметра, пользователю до подтверждения недоступно открытие реального счета или недоступна только торговля и вывод средств.;'Onays?z'? se?erseniz, kullan?c? onay? gerekmez. Kullan?c?, onaylanana kadar ger?ek hesap a?amaz veya se?ilen se?ene?e ba?l? olarak al?m sat?m ve para ?ekme i?lemi yap?lamaz.
User verification;Верификация пользователя;Kullan?c? do?rulama
Internal operation;Внутренняя операция;Dahili operasyon
Active;Активен;Aktif
Inactive;Неактивен;Etkin de?il
The file size exceeds {sizeLimit}.;Размер файла превышает {sizeLimit}.;Dosya boyutu {sizeLimit} de?erini a??yor.
"""{field}"" must be a integer";"""{field}"" должен быть целым числом";{field} bir tam say? olmal?d?r
A group of documents which requires the consent when registering the users;Группа документов, согласие с которыми требуется при регистрации пользователей;Kullan?c?lar? kaydederken onay gerektiren bir grup belge
Account opening;Открытие счета;Hesap a?ma
A group of documents which requires the consent when opening the accounts;Группа документов, согласие с которыми требуется при открытии счетов;Hesaplar? a?arken onay gerektiren bir grup belge
At the bottom on all the pages;Внизу на всех страницах;T?m sayfalar?n en alt?nda
Documents which are displayed at the bottom (footer) of each page. 2 documents is maximum.;Документы, которые отображаются в нижней части (футере) каждой страницы. Максимум 2 документа.;Her sayfan?n alt?nda (altbilgi) g?r?nt?lenen belgeler. 2 belge maksimumdur.
Creation and connection of master account;Создание и подключение мастер-счета;Ana hesab?n olu?turulmas? ve ba?lanmas?
A group of documents which requires the consent when creating and connecting master accounts;Группа документов, согласие с которыми требуется при создании и подключении мастер-счетов;Ana hesaplar? olu?tururken ve ba?larken onay gerektiren bir grup belge
Investing in master account;Инвестирование в мастер-счет;Ana hesaba yat?r?m yapmak
A group of documents which requires the consent when Investing in master account;Группа документов, согласие с которыми требуется при инвестировании в мастер-счета;Ana hesaba yat?r?m yaparken onay gerektiren bir grup belge
Investing in fund account;Инвестирование в фондовый счет;Fon hesab?na yat?r?m yapmak
A group of documents which requires the consent when Investing in fund account;Группа документов, согласие с которыми требуется при инвестировании в фондовые счета;Fon hesab?na yat?r?m yap?l?rken onay gerektiren bir grup belge
The sequence number of the document;Порядковый номер документа;Belgenin s?ra numaras?
"The parameter ""At the bottom on all the pages"" can be selected not more than two documents";"Параметр ""Внизу на всех страницах"" можно отметить не более чем у двух документов";T?m sayfalarda altta parametresi ikiden fazla belge se?ilemez
The sort order can not be the same for the documents;"Параметр ""Порядок сортировки"" не может повторяться у документов";Belgeler i?in s?ralama d?zeni ayn? olamaz
The sort order must be a positive integer;"Параметр ""Порядок сортировки"" должен быть положительным целым числом";S?ralama d?zeni, pozitif bir tam say? olmal?d?r
If the document is active, it will be displayed in the list of documents for traders, as well as on the selected pages.;Если документ активен, то он будет отображаться в списке документов для трейдеров, а также на выбранных страницах.;Belge aktifse, t?ccarlar i?in belgeler listesinde ve se?ilen sayfalarda g?r?nt?lenecektir.
To show all the banks;Показывать все банки;T?m bankalar? g?stermek i?in
Agent code;Агентский код;Temsilci kodu
Select method;Выберите метод;Y?ntem se?in
Use English language settings;Использовать настройки английского языка;?ngilizce dil ayarlar?n? kullan
If this option is active, the English language settings are used for this language.;Если параметр активен, то для данного языка используются настройки английского языка.;Bu se?enek etkinse, bu dil i?in ?ngilizce dil ayarlar? kullan?l?r.
Payments group;Группа платежей;?demeler grubu
Enter the name;Введите название;Ad? girin
A group that combines several payment methods in the Trader`s Room.;Группа, которая объединяет несколько платежных методов в личном кабинете трейдера.;T?ccar Odas?nda ?e?itli ?deme y?ntemlerini birle?tiren bir grup.
The name of the payment method that will be displayed to the trader.;Название метода оплаты, который будет отображаться для трейдера.;T?ccara g?sterilecek ?deme y?nteminin ad?.
Method description;Описание метода;Y?ntem a??klamas?
Enter description;Введите описание;A??klama girin
A payment method description which trader will see in the Trader`s Room.;Описание метода оплаты, которое будет видеть трейдер в личном кабинете.;Yat?r?mc?n?n T?ccar?n Odas?nda g?rece?i bir ?deme y?ntemi a??klamas?.
Group name;Название группы;Grup ismi
Connected payment system for depositing and withdrawal of funds.;Подключенная платежная система, с помощью которой будет осуществляться ввод/вывод средств.;Para yat?rmak ve ?ekmek i?in ba?lant?l? ?deme sistemi.
New group;Новая группа;Yeni Grup
Are you sure you want to delete the payments group?;Вы действительно хотите удалить группу платежей?;?deme grubunu silmek istedi?inizden emin misiniz?
Are you sure you want to delete the payment method?;Вы действительно хотите удалить платежный метод?;?deme y?ntemini silmek istedi?inizden emin misiniz?
Payment system selection;Выбор платежной системы;?deme sistemi se?imi
To add a new method;Добавить новый метод;Yeni bir y?ntem eklemek i?in
Changes have been successfully saved;Изменения успешно сохранены;De?i?iklikler ba?ar?yla kaydedildi
The file cannot be loaded. The image format must match the aspect ratio of 890x156 pixels.;Файл не может быть загружен. Формат изображения должен соответствовать соотношению сторон 890х156 пикселей.;Dosya y?klenemiyor. G?r?nt? format?, 890x156 piksellik en boy oran?yla e?le?melidir.
The image exceeds the allowable size is {size} MB. Please upload a smaller image.;Изображение превышает допустимый размер {size} MB. Пожалуйста, загрузите изображение меньшего размера.;Resim, izin verilen boyutu a??yor: {size} MB. L?tfen daha k???k bir resim y?kleyin.
Incorrect value of the payment system type. Possible values: in, out.;Неверное значение типа платежной системы. Возможные значения: in, out.;?deme sistemi t?r?n?n yanl?? de?eri. Olas? de?erler: giri?, ??k??.
Do you want to save the changes?;Сохранить изменения?;De?i?iklikleri kaydetmek istiyor musunuz?
Not save;Не сохранять;Koruyamamak
File {exp}, no more than {mb};Файл {exp}, не более {mb};{Exp} dosyas?, en fazla {mb}
Add payment system?;Добавить платежную систему?;?deme sistemi eklensin mi?
Incorrect value of parameter;Некорректное значение параметра;Yanl?? parametre de?eri
Confirmation of acceptance of each document;Подтверждение согласия с каждым документом;Her belgenin kabul edildi?inin teyidi
Display the document consent checkbox next to each document when creating an account;Отображать чекбокс о согласии с документами рядом с каждым документом при создании учетной записи;Bir hesap olu?tururken her belgenin yan?ndaki belge izni onay kutusunu g?r?nt?leyin
Link for banner;Ссылка для баннера;Banner ba?lant?s?
Indicate a link for transfer while clicking on a banner. URL should be started from http:// or https://;Укажите ссылку для перехода при клике на баннер. URL должен начинаться с http:// или https://;Bir ba?l??a t?klarken aktar?m i?in bir ba?lant? belirtin. URL, http: // veya https: // ile ba?lat?lmal?d?r
Name of company website;Название сайта компании;?irketin web sitesinin ad?
Name of the link, that is indicated in the «Company’s website» adjustment to be displayed in the Trader’s Room left menu.;Название для ссылки, указанной в настройке «Сайт компании», которое будет отображаться в левом меню Trader's Room.;??lemcinin Odas? sol men?s?nde g?r?nt?lenecek «?irketin web sitesi» ayar?nda belirtilen ba?lant?n?n ad?.
If this parameter is active, the account type will be hidden from traders.;Если этот параметр активен, тип счета будет скрыт от трейдеров;Bu parametre aktifse, hesap t?r? t?ccarlardan gizlenecektir.
Continue;Продолжить;Devam et
"After saving these changes, you will need to re-select the payment system for this payment method on the ""payment Methods"" settings page.";После сохранения данных изменений вам необходимо будет заново выбрать платежную систему для данного метода оплаты на странице настроек «Методы оплаты». ;"Bu de?i?iklikleri kaydettikten sonra, ""?deme Y?ntemleri"" ayarlar? sayfas?nda bu ?deme y?ntemi i?in ?deme sistemini yeniden se?meniz gerekecektir."
"Incorrect ""{custom field}"" value";"Некорретное значение ""{custom field}""";"Yanl?? ""{?zel alan}"" de?eri"
Specify letter state code;Укажите буквенный код штата;Harf durum kodunu belirtin
Yandex Money;Яндекс Деньги;Yandex Money
Wallet id;ID кошелька;C?zdan kimli?i
Person id;ID личности;Ki?i kimli?i
"Incorrect field ""{custom field}""";"Некорретное поле ""{custom field}""";"Yanl?? alan ""{?zel alan}"""
"""{custom field}"" contains invalid characters";"""{custom field}"" содержит недопустимые символы";{?zel alan} ge?ersiz karakterler i?eriyor
"For the method of payment ""{payment method}"" in the ""{custom field}"" enter a numeric value not less than {value}""";"Для способа оплаты ""{payment method}"" в поле ""{custom field}"" введите числовое значение не менее {value}";"{?zel alan} alan?na ""{?deme y?ntemi}"" ?deme y?ntemi i?in {de?er} 'den k???k olmayan bir say?sal de?er girin """
First name;Имя;?sim
Before adding a logo, one must save the payment method;Перед добавлением логотипа необходимо сохранить платежный метод;Bir logo eklemeden ?nce, ?deme y?ntemi kaydedilmelidir
The file cannot be loaded. The image format must match the aspect ratio of {size} pixels;Файл не может быть загружен. Формат изображения должен соответствовать соотношению сторон {size} пикселей;Dosya y?klenemiyor. G?r?nt? bi?imi, {size} pikselin en boy oran?yla e?le?melidir
Wallet address;Адрес кошелька;C?zdan adresi
Wallet address {currency};Адрес кошелька {currency};C?zdan adresi {currency}
API key;API ключ;API anahtar?
Public key;Открытый ключ;Genel anahtar
Withdrawal is disabled;Запрет на вывод средств;Para ?ekme devre d??? b?rak?ld?
"The ""{custom_field}"" field can contain only Latin letters and numbers";"Поле ""{custom_field}"" может содержать только латинские буквы и цифры";{Custom_field} alan? yaln?zca Latin harfleri ve rakamlar? i?erebilir
Checkout ID;ID кассы;?deme Kimli?i
"You should select the allowed currencies for the ""{payment_system}"".";"Необходимо выбрать валюту для ""{payment_system}"".";{Payment_system} i?in izin verilen para birimlerini se?melisiniz.
Enable master accounts;Включить мастер-счета;Ana hesaplar? etkinle?tirin
Enable funds accounts;Включить фондовые счета;Fon hesaplar?n? etkinle?tirin
Default currency;Валюта по умолчанию;Varsay?lan Para Birimi
Currency to calculate the total data in the payment history (for new traders);Валюта для расчета итоговых данных в истории платежей (для новых трейдеров);?deme ge?mi?indeki toplam verileri hesaplamak i?in para birimi (yeni t?ccarlar i?in)
Connection settings;Настройки подключения;Ba?lant? ayarlar?
Mailing Service;Сервис рассылок;Posta Hizmeti
Service responsible for sending text messages;Сервис, отвечающий за рассылку SMS сообщений;Metin mesajlar?n?n g?nderilmesinden sorumlu servis
Unique code identifying you as a user of the mailing list service;Уникальный код, идентифицирующий вас как пользователя сервиса рассылок;Sizi posta listesi hizmetinin bir kullan?c?s? olarak tan?mlayan benzersiz kod
Sender's name;Имя отправителя;G?nderenin ad?
Value, mentioned in the request while registering sender's name;Значение, указанное в заявке при регистрации имени отправителя;G?nderenin ad? kaydedilirken talepte belirtilen de?er
Enabled;Включено;Etkin
Administrators - Login;Администраторы - Вход;Y?neticiler - Giri?
Staff - Login;Персонал - Вход;Personel - Giri?
Broker's web office;Кабинет брокера;Komisyoncunun web ofisi
Administrative staff - Login;Сотрудники администрации - Вход;?dari personel - Giri?
Sales manager - Login;Менеджеры по продажам - Вход;Sat?? m?d?r? - Giri?
Activation of two-factor authentication;Активация двухфакторной аутентификации;?ki fakt?rl? kimlik do?rulaman?n etkinle?tirilmesi
Disable automatically;Отключать автоматически;Otomatik olarak devre d??? b?rak
If errors occur that prevent the confirmation code from being sent, authentication will be disabled after 5 minutes;При возникновении ошибок, препятствующих отправке кода подтверждения, аутентификация будет отключена через 5 минут;Onay kodunun g?nderilmesini engelleyen hatalar olu?ursa, kimlik do?rulama 5 dakika sonra devre d??? b?rak?l?r.
Additionally;Дополнительно;bunlara ek olarak
Text message template;Шаблон SMS;Metin mesaj? ?ablonu
Text message with code. Formulate the message briefly to avoid creating additional messages;Текст SMS с кодом. Формулируйте сообщение кратко, чтобы избежать создания дополнительных SMS;Kodlu k?sa mesaj. Ek mesajlar olu?turmamak i?in mesaj? k?saca form?le edin
Code number;Номер кода;Kod numaras?
Help;Справка;Yard?m
Information for users to solve confirmation problems;Информация пользователям по решению проблем с подтверждением;Kullan?c?lar?n onay problemlerini ??zmeleri i?in bilgiler
"Invalid value. Check for ""confirmation Code"", ""code Number"" variables";Некорректное значение. Проверьте наличие переменных «Код подтверждения», «Номер кода»;"Ge?ersiz de?er. ""Onay Kodu"", ""Kod Numaras?"" de?i?kenlerini kontrol edin"
Codes;Коды;Kodlar
Commission (currency);Комиссия (валюта);Komisyon (para birimi)
Domain API;API домена;Domain API
Error with save plugin;Ошибка при сохранении сервиса расылок;Eklentiyi kaydetmede hata
Incorrect api data;Некорретные данные api;Yanl?? api verileri
Account depositing;Пополнение счета;Hesap yat?rma
A group of documents which requires the consent when depositing the account;Группа документов, согласие с которыми требуется при пополнении счета;Hesab? yat?r?rken onay gerektiren bir grup belge
A group of documents which requires the consent when withdrawing the funds;Группа документов, согласие с которыми требуется при снятии средств со счета;Para ?ekilirken onay gerektiren bir grup belge
Currency conversion;Конвертация в валюту;Para birimi d?n??t?rme
Recurrent payments;Рекуррентные платежи;Tekrarlayan ?demeler
Bank cards (Yandex provider);Банковские карты (провайдер Яндекс);Banka kartlar? (Yandex sa?lay?c?s?)
Bank cards (Qiwi provider);Банковские карты (провайдер Qiwi);Banka kartlar? (Qiwi sa?lay?c?)
